query_name,taxid,scientific_name,rank,lineage,synonyms
Staphylococcus aureus,1280.0,Staphylococcus aureus,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,Micrococcus aureus; Micrococcus pyogenes; Staphlococcus pyogenes citreus; Staphylococcus aureus subsp. anaerobius; Staphylococcus pyogenes aureus
Staphylococcus epidermidis,1282.0,Staphylococcus epidermidis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,Albococcus epidermidis; Micrococcus epidermidis; Staphylococcus epidermidis albus
Staphylococcus equorum,246432.0,Staphylococcus equorum,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,
Staphylococcus pasteuri,45972.0,Staphylococcus pasteuri,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,
Stenotrophomas maltophila,,Stenotrophomas maltophila,Unknown,Unknown,
Stenotrophomonas,40323.0,Stenotrophomonas,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Lysobacterales; Lysobacteraceae,
Stomatobaculum,1213720.0,Stomatobaculum,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae,
Stoquefichus massiliensis,1470350.0,Candidatus Stoquefichus massiliensis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Candidatus Stoquefichus,
Streptobacillus,34104.0,Streptobacillus,genus,cellular organisms; Bacteria; Fusobacteriati; Fusobacteriota; Fusobacteriia; Fusobacteriales; Leptotrichiaceae,Haverhillia
Streptococcaceae,1300.0,Streptococcaceae,family,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales,
Streptococcus,1301.0,Streptococcus,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae,
Streptococcus agalactiae,1311.0,Streptococcus agalactiae,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,Streptoccocus de la mammite; Streptococcus agalactiae contagiosae; Streptococcus difficile; Streptococcus difficilis; Streptococcus mastitidis
Streptococcus alactolyticus,29389.0,Streptococcus alactolyticus,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,Streptococcus intestinalis
Streptococcus anginosus,1328.0,Streptococcus anginosus,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group,Streptococcus anginosus (Andrewes and Horder 1906) Smith and Sherman 1938 (Approved Lists 1980) emend. Whiley and Beighton 1991
Streptococcus australis,113107.0,Streptococcus australis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,
Streptococcus constellatus,76860.0,Streptococcus constellatus,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group,Diplococcus constellatus; Peptococcus constellatus
Streptococcus cristatus,45634.0,Streptococcus cristatus,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,Streptococcus crista; Streptococcus oligofermentans
Streptococcus equi,1336.0,Streptococcus equi,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus dysgalactiae group,
Streptococcus gallolyticus,315405.0,Streptococcus gallolyticus,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,Streptococcus caprinus; Streptococcus gallolyticus Osawa et al. 1996
Streptococcus gordonii,1302.0,Streptococcus gordonii,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,
Streptococcus infantis,68892.0,Streptococcus infantis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,
Streptococcus intermedius,1338.0,Streptococcus intermedius,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group,Streptococcus intermedius Prevot 1925 (Approved Lists 1980) emend. Whiley and Beighton 1991
Streptococcus mitis,28037.0,Streptococcus mitis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus mitis group,
Streptococcus mutans,1309.0,Streptococcus mutans,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,
Streptococcus oralis,1303.0,Streptococcus oralis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,
Streptococcus parasanguinis,1318.0,Streptococcus parasanguinis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,Streptococcus parasanguis
Streptococcus pneumoniae,1313.0,Streptococcus pneumoniae,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,Diplococcus pneumoniae; Micrococcus pneumoniae
Streptococcus pyogenes,1314.0,Streptococcus pyogenes,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,Micrococcus scarlatinae; Streptococcus erysipelatos; Streptococcus hemolyticus; Streptococcus scarlatinae
Streptococcus salivarius,1304.0,Streptococcus salivarius,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,Streptococcus salivarius subsp. salivarius
Streptococcus sanguinis,1305.0,Streptococcus sanguinis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,
Streptococcus thermophiles,,Streptococcus thermophiles,Unknown,Unknown,
Streptococcus vestibularis,1343.0,Streptococcus vestibularis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,
Streptomyces,1883.0,Streptomyces,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Kitasatosporales; Streptomycetaceae,"""Microstreptospora"" Yan et al.; Actinopycnidium Krasil'nikov 1962; Actinosporangium Krasil'nikov and Yuan 1961; Chainia; Elytrosporangium Falcao de Morais et al. 1966"
Streptophyta,35493.0,Streptophyta,phylum,cellular organisms; Eukaryota; Viridiplantae,
Subdoligranulum,292632.0,Subdoligranulum,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae,
Succinatimonas,674963.0,Succinatimonas,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Succinivibrionaceae,
Succiniclasticum,40840.0,Succiniclasticum,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Acidaminococcales; Acidaminococcaceae,
Succinivibrio,83770.0,Succinivibrio,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Aeromonadales; Succinivibrionaceae,
Succinivibrionaceae,83763.0,Succinivibrionaceae,family,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Aeromonadales,
Sulfuricella,935200.0,Sulfuricella,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Nitrosomonadales; Sulfuricellaceae,
Sutterella,40544.0,Sutterella,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sutterellaceae,
Sutterella morbirenis,293545.0,Sutterella morbirenis,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sutterellaceae; Sutterella,'Sutterella morbirenis'
Sutterella sanguinus,282125.0,Sutterella sanguinus,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sutterellaceae; Sutterella,'Sutterella sanguinus'
Sutterella stercoricanis,234908.0,Sutterella stercoricanis,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sutterellaceae; Sutterella,
Sutterella wadsworthensis,40545.0,Sutterella wadsworthensis,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sutterellaceae; Sutterella,
Symbiobacterium toebii,120580.0,Symbiobacterium toebii,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Symbiobacteriaceae; Symbiobacterium,
Synergistaceae,649777.0,Synergistaceae,family,cellular organisms; Bacteria; Thermotogati; Synergistota; Synergistia; Synergistales,Synergistaceae Jumas-Bilak et al. 2009
Synergistes,2753.0,Synergistes,genus,cellular organisms; Bacteria; Thermotogati; Synergistota; Synergistia; Synergistales; Synergistaceae,
Synergistetes,508458.0,Synergistota,phylum,cellular organisms; Bacteria; Thermotogati,"""Synergistetes"" Jumas-Bilak et al. 2009; Aminanaerobia; Synergistaeota; Synergistota corrig. Jumas-Bilak et al. 2021"
Syntrophococcus,84036.0,Syntrophococcus,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae,
Syntrophomonas,862.0,Syntrophomonas,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Syntrophomonadaceae,Syntrophomonas McInerney et al. 1982; Syntrophospora
TM7,,TM7,Unknown,Unknown,
Tanerella forsythia,55182.0,Forsythia,genus,cellular organisms; Eukaryota; Viridiplantae; Streptophyta; Streptophytina; Embryophyta; Tracheophyta; Euphyllophyta; Spermatophyta; Magnoliopsida; Mesangiospermae; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Oleaceae; Forsythieae,
Tannerella,195950.0,Tannerella,genus,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae,
Tenericutes,544448.0,Mycoplasmatota,phylum,cellular organisms; Bacteria; Bacillati,"""Mollicutaeota"" Oren et al. 2015; ""Tenericutes"" Murray 1984; Mollicutota"
Terrahaemophilus,217201.0,Terrahaemophilus,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Pasteurellales; Pasteurellaceae,'Terrahaemophilus'
Terrisporobacter glycolicus,36841.0,Terrisporobacter glycolicus,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Terrisporobacter,Clostridium glycolicum Gaston and Stadtman 1963 (Approved Lists 1980); Clostridium glycolinum
Tessaracoccus,72763.0,Tessaracoccus,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Propionibacteriaceae,
Thalassospira,168934.0,Thalassospira,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Rhodospirillales; Thalassospiraceae,
Thauera,33057.0,Thauera,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Rhodocyclales; Zoogloeaceae,
Thelephoraceae,56488.0,Thelephoraceae,family,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Agaricomycetes; Agaricomycetes incertae sedis; Thelephorales,Bankeraceae
Thermicanus,94008.0,Thermicanus,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Bacillales incertae sedis; Bacillales Family X. Incertae Sedis,Thermicanus Go?ssner et al. 2000
Thermoactinomyces,2023.0,Thermoactinomyces,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Bacillales; Thermoactinomycetaceae,Thermoactinomyces Tsiklinsky 1899 (Approved Lists 1980)
Thermomyces lanuginosus,5541.0,Thermomyces lanuginosus,species,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; leotiomyceta; Eurotiomycetes; Eurotiomycetidae; Eurotiales; Trichocomaceae; Thermomyces,Humicola lanuginosa
Thermonospora curvata,,Thermonospora curvata,Unknown,Unknown,
Thermosipho,1445919.0,Thermosipho,genus,cellular organisms; Eukaryota; Opisthokonta; Metazoa; Eumetazoa; Bilateria; Protostomia; Spiralia; Lophotrochozoa; Mollusca; Gastropoda; Caenogastropoda; Neogastropoda; Buccinoidea; Buccinidae,
Thiomicrospira crunogena,39765.0,Hydrogenovibrio crunogenus,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Thiotrichales; Piscirickettsiaceae; Hydrogenovibrio,Thiomicrospira crunogena
Tissierellaceae,1737406.0,Tissierellaceae,family,cellular organisms; Bacteria; Bacillati; Bacillota; Tissierellia; Tissierellales,Tissierellaceae Wu et al. 2020
Trabsulsiella,,Trabsulsiella,Unknown,Unknown,
Treponema,157.0,Treponema,genus,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae,"""Spironema"" Vuillemin 1905; Microspironema"
Treponema amylovorum,59892.0,Treponema amylovorum,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema,
Treponema denticola,158.0,Treponema denticola,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema,Spirillum dentium; Spirochaeta ambigua; Spirochaeta comandonii; Spirochaeta dentium; Spirochaeta microdentium
Treponema lecithinolyticum,53418.0,Treponema lecithinolyticum,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema,
Treponema maltophilum,51160.0,Treponema maltophilum,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema,
Treponema medium,58231.0,Treponema medium,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema,
Treponema parvum,138851.0,Treponema parvum,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema,
Treponema putidum,221027.0,Treponema putidum,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema,
Treponema socranskii,53419.0,Treponema socranskii,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema,
Treponema vincentii,69710.0,Treponema vincentii,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema,
Trichosporon,5552.0,Trichosporon,genus,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Tremellomycetes; Trichosporonales; Trichosporonaceae,
Tropheryma whipplei,2039.0,Tropheryma whipplei,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Tropherymataceae; Tropheryma,Tropheryma whippelii; Whipple's bacillus; Whipple's disease-associated bacterium
Trophyrema,,Trophyrema,Unknown,Unknown,
Tuberaceae,40289.0,Tuberaceae,family,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Ascomycota; saccharomyceta; Pezizomycotina; Pezizomycetes; Pezizales,
Turicella,1716.0,Corynebacterium,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae,Turicella
Turicibacter,191303.0,Turicibacter,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Turicibacteraceae,
Turicibacter sanguinis,154288.0,Turicibacter sanguinis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Turicibacteraceae; Turicibacter,
Tymoviridae,249184.0,Tymoviridae,family,Viruses; Riboviria; Orthornavirae; Kitrinoviricota; Alsuviricetes; Tymovirales,
Tyzzerella,1506577.0,Tyzzerella,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae,
Tyzzerella nexilis,29361.0,Faecalimonas nexilis,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Lachnospirales; Lachnospiraceae; Faecalimonas,Clostridium nexile; Tyzzerella nexilis
Undibacterium,401469.0,Undibacterium,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Oxalobacteraceae,
Ureaplasma,2129.0,Ureaplasma,genus,cellular organisms; Bacteria; Bacillati; Mycoplasmatota; Mycoplasmoidales; Mycoplasmoidaceae,
Ureaplasma parvum,134821.0,Ureaplasma parvum,species,cellular organisms; Bacteria; Bacillati; Mycoplasmatota; Mycoplasmoidales; Mycoplasmoidaceae; Ureaplasma,Ureaplasma urealyticum biovar 1
Ureaplasma urealyticum,2130.0,Ureaplasma urealyticum,species,cellular organisms; Bacteria; Bacillati; Mycoplasmatota; Mycoplasmoidales; Mycoplasmoidaceae; Ureaplasma,Ureaplasma urealyticum biovar 2
Ustilaginaceae,5268.0,Ustilaginaceae,family,cellular organisms; Eukaryota; Opisthokonta; Fungi; Dikarya; Basidiomycota; Ustilaginomycotina; Ustilaginomycetes; Ustilaginales,Mycosyringaceae
Vampirovibrio,213484.0,Vampirovibrio,genus,cellular organisms; Bacteria; Bacillati; Cyanobacteriota/Melainabacteria group; Candidatus Melainabacteria; Vampirovibriophyceae; Vampirovibrionales,
Varibaculum,184869.0,Varibaculum,genus,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae,
Varibaculum cambriense,184870.0,Varibaculum cambriense,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Varibaculum,Varibaculum cambriensis
Variovorax,34072.0,Variovorax,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae,
Veillonella,29465.0,Veillonella,genus,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Veillonellales; Veillonellaceae,
Veillonella atypica,39777.0,Veillonella atypica,species,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Veillonellales; Veillonellaceae; Veillonella,Veillonella parvula subsp. atypica
Veillonella dispar,39778.0,Veillonella dispar,species,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Veillonellales; Veillonellaceae; Veillonella,Veillonella alcalescens subsp. dispar
Veillonella parvula,29466.0,Veillonella parvula,species,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Veillonellales; Veillonellaceae; Veillonella,Micrococcus gazogenes; Micrococcus gazogenes alcalescens anaerobius; Micrococcus lactilyticus; Veillonella alcalescens; Veillonella gazogenes
